id	entrezid	symbol
5254	6614	SIGLEC1
5255	6615	SNAI1
5256	6616	SNAP25
5257	6617	SNAPC1
5258	6618	SNAPC2
5259	6619	SNAPC3
5260	6620	SNCB
5261	6621	SNAPC4
5262	6622	SNCA
5263	6623	SNCG
5264	6624	FSCN1
5265	6625	SNRNP70
5266	6626	SNRPA
5267	6627	SNRPA1
5268	6628	SNRPB
5269	6629	SNRPB2
5270	6631	SNRPC
5271	6632	SNRPD1
5272	6633	SNRPD2
5273	6634	SNRPD3
5274	6635	SNRPE
5275	6636	SNRPF
5276	6637	SNRPG
5277	6638	SNRPN
5278	6640	SNTA1
5279	6641	SNTB1
5280	6642	SNX1
5281	6643	SNX2
5282	6644	SRIP1
5283	6645	SNTB2
5284	6646	SOAT1
5285	6647	SOD1
5286	6648	SOD2
5287	6649	SOD3
5288	6650	CAPN15
5289	6651	SON
5290	6652	SORD
5291	6653	SORL1
5292	6654	SOS1
5293	6655	SOS2
5294	6656	SOX1
5295	6657	SOX2
5296	6658	SOX3
5297	6659	SOX4
5298	6660	SOX5
5299	6661	SOX5P1
5300	6662	SOX9
5301	6663	SOX10
5302	6664	SOX11
5303	6665	SOX15
5304	6666	SOX12
5305	6667	SP1
5306	6668	SP2
5307	6670	SP3
5308	6671	SP4
5309	6672	SP100
5310	6674	SPAG1
5311	6675	UAP1
5312	6676	SPAG4
5313	6677	SPAM1
5314	6678	SPARC
5315	6683	SPAST
5316	6685	SPG5B
5317	6687	SPG7
5318	6688	SPI1
5319	6689	SPIB
5320	6690	SPINK1
5321	6691	SPINK2
5322	6692	SPINT1
5323	6693	SPN
5324	6694	SPP2
5325	6695	SPOCK1
5326	6696	SPP1
5327	6697	SPR
5328	6698	SPRR1A
5329	6699	SPRR1B
5330	6700	SPRR2A
5331	6701	SPRR2B
5332	6702	SPRR2C
5333	6703	SPRR2D
5334	6704	SPRR2E
5335	6705	SPRR2F
5336	6706	SPRR2G
5337	6707	SPRR3
5338	6708	SPTA1
5339	6709	SPTAN1
5340	6710	SPTB
5341	6711	SPTBN1
5342	6712	SPTBN2
5343	6713	SQLE
5344	6714	SRC
5345	6715	SRD5A1
5346	6716	SRD5A2
5347	6717	SRI
5348	6718	AKR1D1
5349	6719	SRD5A1P1
5350	6720	SREBF1
5351	6721	SREBF2
5352	6722	SRF
5353	6723	SRM
5354	6725	SRMS
5355	6726	SRP9
5356	6727	SRP14
5357	6728	SRP19
5358	6729	SRP54
5359	6730	SRP68
5360	6731	SRP72
5361	6732	SRPK1
5362	6733	SRPK2
5363	6734	SRPRA
5364	6736	SRY
5365	6737	TRIM21
5366	6738	RO60
5367	6739	SSAV1
5368	6741	SSB
5369	6742	SSBP1
5370	6744	ITPRID2
5371	6745	SSR1
5372	6746	SSR2
5373	6747	SSR3
5374	6748	SSR4
5375	6749	SSRP1
5376	6750	SST
5377	6751	SSTR1
5378	6752	SSTR2
5379	6753	SSTR3
5380	6754	SSTR4
5381	6755	SSTR5
5382	6756	SSX1
5383	6757	SSX2
5384	6758	SSX5
5385	6759	SSX4
5386	6760	SS18
5387	6761	ST2
5388	6762	ST3
5389	6764	DENND2B
5390	6765	ST8
5391	6767	ST13
5392	6768	ST14
5393	6769	STAC
5394	6770	STAR
5395	6771	STARP1
5396	6772	STAT1
5397	6773	STAT2
5398	6774	STAT3
5399	6775	STAT4
5400	6776	STAT5A
5401	6777	STAT5B
5402	6778	STAT6
5403	6779	STATH
5404	6780	STAU1
5405	6781	STC1
5406	6782	HSPA13
5407	6783	SULT1E1
5408	6785	ELOVL4
5409	6786	STIM1
5410	6787	NEK4
5411	6788	STK3
5412	6789	STK4
5413	6790	AURKA
5414	6791	AURKAP1
5415	6792	CDKL5
5416	6793	STK10
5417	6794	STK11
5418	6795	AURKC
5419	6799	SULT1A2
5420	6801	STRN
5421	6803	STSP1
5422	6804	STX1A
5423	6809	STX3
5424	6810	STX4
5425	6811	STX5
5426	6812	STXBP1
5427	6813	STXBP2
5428	6814	STXBP3
5429	6815	STYX
5430	6817	SULT1A1
5431	6818	SULT1A3
5432	6819	SULT1C2
5433	6820	SULT2B1
5434	6821	SUOX
5435	6822	SULT2A1
5436	6824	ETF1P1
5437	6825	ETF1P2
5438	6827	SUPT4H1
5439	6829	SUPT5H
5440	6830	SUPT6H
5441	6832	SUPV3L1
5442	6833	ABCC8
5443	6834	SURF1
5444	6835	SURF2
5445	6836	SURF4
5446	6837	MED22
5447	6838	SURF6
5448	6839	SUV39H1
5449	6840	SVIL
5450	6843	VAMP1
5451	6844	VAMP2
5452	6845	VAMP7
5453	6846	XCL2
5454	6847	SYCP1
5455	6850	SYK
5456	6853	SYN1
5457	6854	SYN2
5458	6855	SYP
5459	6856	SYPL1
5460	6857	SYT1
5461	6860	SYT4
5462	6861	SYT5
5463	6862	TBXT
5464	6863	TAC1
5465	6865	TACR2
5466	6866	TAC3
5467	6867	TACC1
5468	6868	ADAM17
5469	6869	TACR1
5470	6870	TACR3
5471	6871	TADA2A
5472	6872	TAF1
5473	6873	TAF2
5474	6874	TAF4
5475	6875	TAF4B
5476	6876	TAGLN
5477	6877	TAF5
5478	6878	TAF6
5479	6879	TAF7
5480	6880	TAF9
5481	6881	TAF10
5482	6882	TAF11
5483	6883	TAF12
5484	6884	TAF13
5485	6885	MAP3K7
5486	6886	TAL1
5487	6887	TAL2
5488	6888	TALDO1
5489	6889	TALDO1P1
5490	6890	TAP1
5491	6891	TAP2
5492	6892	TAPBP
5493	6893	TAPVR1
5494	6894	TARBP1
5495	6895	TARBP2
5496	6896	TARBP2P1
5497	6897	TARS1
5498	6898	TAT
5499	6899	TBX1
5500	6900	CNTN2
5501	6901	TAFAZZIN
5502	6902	TBCA
5503	6903	TBCC
5504	6904	TBCD
5505	6905	TBCE
5506	6906	SERPINA7
5507	6907	TBL1X
5508	6908	TBP
5509	6909	TBX2
5510	6910	TBX5
5511	6911	TBX6
5512	6913	TBX15
5513	6914	TBXA1R
5514	6915	TBXA2R
5515	6916	TBXAS1
5516	6917	TCEA1
5517	6918	TCEA1P1
5518	6919	TCEA2
5519	6920	TCEA3
5520	6921	ELOC
5521	6922	SKP1P1
5522	6923	ELOB
5523	6924	ELOA
5524	6925	TCF4
5525	6926	TBX3
5526	6927	HNF1A
5527	6928	HNF1B
5528	6929	TCF3
5529	6932	TCF7
5530	6934	TCF7L2
5531	6935	ZEB1
5532	6936	GCFC2
5533	6938	TCF12
5534	6939	TCF15
5535	6940	ZNF354A
5536	6941	TCF19
5537	6942	TCF20
5538	6943	TCF21
5539	6944	VPS72
5540	6945	MLX
5541	6946	TCL4
5542	6947	TCN1
5543	6948	TCN2
5544	6949	TCOF1
5545	6950	TCP1
5546	6952	TCP1P2
5547	6953	TCP10L3
5548	6954	TCP11
5549	6955	TRA
5550	6956	TRAV6
5551	6957	TRB
5552	6958	TRBV29OR9-2
5553	6959	TRBV21OR9-2
5554	6960	TRBV25OR9-2
5555	6961	TRBV24OR9-2
5556	6962	TRBV20OR9-2
5557	6964	TRD
5558	6965	TRG
5559	6966	TRGC1
5560	6967	TRGC2
5561	6968	TRGJ1
5562	6969	TRGJ2
5563	6970	TRGJP
5564	6971	TRGJP1
5565	6972	TRGJP2
5566	6973	TRGV1
5567	6974	TRGV2
5568	6975	TECTB
5569	6976	TRGV3
5570	6977	TRGV4
5571	6978	TRGV5
5572	6979	TRGV5P
5573	6980	TRGV6
5574	6981	TRGV7
5575	6982	TRGV8
5576	6983	TRGV9
5577	6984	TRGV10
5578	6985	TRGV11
5579	6986	TRGVA
5580	6987	TRGVB
5581	6988	TCTA
5582	6990	DYNLT3
5583	6991	DYNLT2
5584	6992	PPP1R11
5585	6993	DYNLT1
5586	6996	TDG
5587	6997	TDGF1
5588	6998	TDGF1P3
5589	6999	TDO2
5590	7001	PRDX2
5591	7002	PRDX1P1
5592	7003	TEAD1
5593	7004	TEAD4
5594	7005	TEAD3
5595	7006	TEC
5596	7007	TECTA
5597	7008	TEF
5598	7009	TMBIM6
5599	7010	TEK
5600	7011	TEP1
5601	7012	TERC
5602	7013	TERF1
5603	7014	TERF2
5604	7015	TERT
5605	7016	TESK1
5606	7018	TF
5607	7019	TFAM
5608	7020	TFAP2A
5609	7021	TFAP2B
5610	7022	TFAP2C
5611	7023	TFAP4
5612	7024	TFCP2
5613	7025	NR2F1
5614	7026	NR2F2
5615	7027	TFDP1
5616	7029	TFDP2
5617	7030	TFE3
5618	7031	TFF1
5619	7032	TFF2
5620	7033	TFF3
5621	7035	TFPI
5622	7036	TFR2
5623	7037	TFRC
5624	7038	TG
5625	7039	TGFA
5626	7040	TGFB1
5627	7041	TGFB1I1
5628	7042	TGFB2
5629	7043	TGFB3
5630	7044	LEFTY2
5631	7045	TGFBI
5632	7046	TGFBR1
5633	7047	TGM4
5634	7048	TGFBR2
5635	7049	TGFBR3
5636	7050	TGIF1
5637	7051	TGM1
5638	7052	TGM2
5639	7053	TGM3
5640	7054	TH
5641	7055	THAS
5642	7056	THBD
5643	7057	THBS1
5644	7058	THBS2
5645	7059	THBS3
5646	7060	THBS4
5647	7062	TCHH
5648	7063	THM
5649	7064	THOP1
5650	7066	THPO
5651	7067	THRA
5652	7068	THRB
5653	7069	THRSP
5654	7070	THY1
5655	7071	KLF10
5656	7072	TIA1
5657	7073	TIAL1
5658	7074	TIAM1
5659	7075	TIE1
5660	7076	TIMP1
5661	7077	TIMP2
5662	7078	TIMP3
5663	7079	TIMP4
5664	7080	NKX2-1
5665	7082	TJP1
5666	7083	TK1
5667	7084	TK2
5668	7085	TKCR
5669	7086	TKT
5670	7087	ICAM5
5671	7088	TLE1
5672	7089	TLE2
5673	7090	TLE3
5674	7091	TLE4
5675	7092	TLL1
5676	7093	TLL2
5677	7094	TLN1
5678	7095	SEC62
5679	7096	TLR1
5680	7097	TLR2
5681	7098	TLR3
5682	7099	TLR4
5683	7100	TLR5
5684	7101	NR2E1
5685	7102	TSPAN7
5686	7103	TSPAN8
5687	7104	TM4SF4
5688	7105	TSPAN6
5689	7106	TSPAN4
5690	7107	GPR137B
5691	7108	TM7SF2
5692	7109	TRAPPC10
5693	7110	TMF1
5694	7111	TMOD1
5695	7112	TMPO
5696	7113	TMPRSS2
5697	7114	TMSB4X
5698	7115	TMSB4XP1
5699	7116	TMSB4XP2
5700	7117	TMSB4XP8
5701	7118	TMSB4XP4
5702	7119	TMSB4XP5
5703	7120	TMSB4XP6
5704	7121	TMSB4XP7
5705	7122	CLDN5
5706	7123	CLEC3B
5707	7124	TNF
5708	7125	TNNC2
5709	7126	TNFAIP1
5710	7127	TNFAIP2
5711	7128	TNFAIP3
5712	7130	TNFAIP6
5713	7132	TNFRSF1A
5714	7133	TNFRSF1B
5715	7134	TNNC1
5716	7135	TNNI1
5717	7136	TNNI2
5718	7137	TNNI3
5719	7138	TNNT1
5720	7139	TNNT2
5721	7140	TNNT3
5722	7141	TNP1
5723	7142	TNP2
5724	7143	TNR
5725	7145	TNS1
5726	7146	TNXA
5727	7148	TNXB
5728	7150	TOP1
5729	7151	TOP1P1
5730	7152	TOP1P2
5731	7153	TOP2A
5732	7154	TRA-TGC7-1
5733	7155	TOP2B
5734	7156	TOP3A
5735	7157	TP53
5736	7158	TP53BP1
5737	7159	TP53BP2
5738	7161	TP73
5739	7162	TPBG
5740	7163	TPD52
5741	7164	TPD52L1
5742	7165	TPD52L2
5743	7166	TPH1
5744	7167	TPI1
5745	7168	TPM1
5746	7169	TPM2
5747	7170	TPM3
5748	7171	TPM4
5749	7172	TPMT
5750	7173	TPO
5751	7174	TPP2
5752	7175	TPR
5753	7177	TPSAB1
5754	7178	TPT1
5755	7179	TPTE
5756	7180	CRISP2
5757	7181	NR2C1
5758	7182	NR2C2
5759	7183	TRC-GCA24-1
5760	7184	HSP90B1
5761	7185	TRAF1
5762	7186	TRAF2
5763	7187	TRAF3
5764	7188	TRAF5
5765	7189	TRAF6
5766	7190	HSP90B2P
5767	7192	TRD-GTC9-1
5768	7193	TRE-TTC3-1
5769	7195	TRG-CCC1-1
5770	7196	TRG-GCC2-6
5771	7197	TRG-TCC1-1
5772	7198	TRG-GCC3-1
5773	7200	TRH
5774	7201	TRHR
5775	7202	TRI-AAT9-1
5776	7203	CCT3
5777	7204	TRIO
5778	7205	TRIP6
5779	7206	TRK-TTT3-5
5780	7207	TRL-AAG2-3
5781	7208	TRL-TAG1-1
5782	7209	TRNAL47P
5783	7210	TRX-CAT1-2
5784	7211	TRMEP1
5785	7212	TRX-CAT2-1
5786	7214	TRN-GTT2-7
5787	7216	TRO
5788	7217	TRP-AGG2-5
5789	7218	TRP-AGG2-6
5790	7219	TRP-TGG3-1
5791	7220	TRPC1
5792	7221	TRPC2
5793	7222	TRPC3
5794	7223	TRPC4
5795	7224	TRPC5
5796	7225	TRPC6
5797	7226	TRPM2
5798	7227	TRPS1
5799	7228	TRQ-CTG1-5
5800	7229	TRQ-TTG1-1
5801	7230	TRR-TCT2-1
5802	7231	TRR-ACG1-2
5803	7232	TRR-TCG4-1
5804	7233	TRR-CCG2-1
5805	7234	TRU-TCA1-1
5806	7235	TRU-TCA2-1
5807	7236	TRT-TGT6-1
5808	7237	TRT-TGT3-1
5809	7238	TRT-AGT7-1
5810	7239	TRV-AAC1-4
5811	7240	TRV-CAC1-2
5812	7241	TRV-AAC1-3
5813	7247	TSN
5814	7248	TSC1
5815	7249	TSC2
5816	7251	TSG101
5817	7252	TSHB
5818	7253	TSHR
5819	7257	TSNAX
5820	7258	TSPY1
5821	7259	TSPYL1
5822	7260	EIPR1
5823	7262	PHLDA2
5824	7263	TST
5825	7264	GFUS
5826	7265	TTC1
5827	7266	DNAJC7
5828	7267	TTC3
5829	7268	TTC4
5830	7270	TTF1
5831	7272	TTK
5832	7273	TTN
5833	7274	TTPA
5834	7275	TUB
5835	7276	TTR
5836	7277	TUBA4A
5837	7278	TUBA3C
5838	7280	TUBB2A
5839	7283	TUBG1
5840	7284	TUFM
5841	7286	TUFT1
5842	7287	TULP1
5843	7288	TULP2
5844	7289	TULP3
5845	7290	HIRA
5846	7291	TWIST1
5847	7292	TNFSF4
5848	7293	TNFRSF4
5849	7294	TXK
5850	7295	TXN
5851	7296	TXNRD1
5852	7297	TYK2
5853	7298	TYMS
5854	7299	TYR
5855	7300	TYRL
5856	7301	TYRO3
5857	7302	TYRO3P
5858	7303	TYS
5859	7305	TYROBP
5860	7306	TYRP1
5861	7307	U2AF1
5862	7310	ZRSR2P1
5863	7311	UBA52
5864	7312	UBA52P1
5865	7313	UBA52P2
5866	7314	UBB
5867	7315	UBBP1
5868	7316	UBC
5869	7317	UBA1
5870	7318	UBA7
5871	7319	UBE2A
5872	7320	UBE2B
5873	7321	UBE2D1
5874	7322	UBE2D2
5875	7323	UBE2D3
5876	7324	UBE2E1
5877	7325	UBE2E2
5878	7326	UBE2G1
5879	7327	UBE2G2
5880	7328	UBE2H
5881	7329	UBE2I
5882	7332	UBE2L3
5883	7333	UBE2L4
5884	7334	UBE2N
5885	7335	UBE2V1
5886	7336	UBE2V2
5887	7337	UBE3A
5888	7338	UBE3AP1
5889	7339	UBE3AP2
5890	7341	SUMO1
5891	7342	UBP1
5892	7343	UBTF
5893	7345	UCHL1
5894	7347	UCHL3
5895	7348	UPK1B
5896	7349	UCN
5897	7350	UCP1
5898	7351	UCP2
5899	7352	UCP3
5900	7353	UFD1
5901	7355	SLC35A2
5902	7356	SCGB1A1
5903	7357	UGCG
5904	7358	UGDH
5905	7360	UGP2
5906	7361	UGT1A
5907	7363	UGT2B4
5908	7364	UGT2B7
5909	7365	UGT2B10
5910	7366	UGT2B15
5911	7367	UGT2B17
5912	7368	UGT8
5913	7369	UMOD
5914	7371	UCK2
5915	7372	UMPS
5916	7373	COL14A1
5917	7374	UNG
5918	7375	USP4
5919	7376	NR1H2
5920	7378	UPP1
5921	7379	UPK2
5922	7380	UPK3A
5923	7381	UQCRB
5924	7384	UQCRC1
5925	7385	UQCRC2
5926	7386	UQCRFS1
5927	7388	UQCRH
5928	7389	UROD
5929	7390	UROS
5930	7391	USF1
5931	7392	USF2
5932	7396	USH1E
5933	7398	USP1
5934	7399	USH2A
5935	7401	CLRN1
5936	7402	UTRN
5937	7403	KDM6A
5938	7404	UTY
5939	7405	UVRAG
5940	7407	VARS1
5941	7408	VASP
5942	7409	VAV1
5943	7410	VAV2
5944	7411	VBP1
5945	7412	VCAM1
5946	7414	VCL
5947	7415	VCP
5948	7416	VDAC1
5949	7417	VDAC2
5950	7418	VDAC1P4
5951	7419	VDAC3
5952	7420	VDI
5953	7421	VDR
5954	7422	VEGFA
5955	7423	VEGFB
5956	7424	VEGFC
5957	7425	VGF
5958	7428	VHL
5959	7429	VIL1
5960	7430	EZR
5961	7431	VIM
5962	7432	VIP
5963	7433	VIPR1
5964	7434	VIPR2
5965	7435	VIS1
5966	7436	VLDLR
5967	7438	VMD1
5968	7439	BEST1
5969	7441	VPREB1
5970	7442	TRPV1
5971	7443	VRK1
5972	7444	VRK2
5973	7446	AVSD1
5974	7447	VSNL1
5975	7448	VTN
5976	7450	VWF
5977	7451	VWFP1
5978	7453	WARS1
5979	7454	WAS
5980	7455	ZAN
5981	7456	WIPF1
5982	7458	EIF4H
5983	7459	WBSCR2
5984	7461	CLIP2
5985	7462	LAT2
5986	7464	CORO2A
5987	7465	WEE1
5988	7466	WFS1
5989	7467	WHCR
5990	7468	NSD2
5991	7469	NELFA
5992	7471	WNT1
5993	7472	WNT2
5994	7473	WNT3
5995	7474	WNT5A
5996	7475	WNT6
5997	7476	WNT7A
5998	7477	WNT7B
5999	7478	WNT8A
6000	7479	WNT8B
6001	7480	WNT10B
6002	7481	WNT11
6003	7482	WNT2B
6004	7483	WNT9A
6005	7484	WNT9B
6006	7485	GET1
6007	7486	WRN
6008	7488	WS2B
6009	7490	WT1
6010	7491	WT2
6011	7494	XBP1
6012	7495	XBP1P1
6013	7497	XCE
6014	7498	XDH
6015	7499	XG
6016	7500	XGY1
6017	7502	XIC
6018	7503	XIST
6019	7504	XK
6020	7506	XM
6021	7507	XPA
6022	7508	XPC
6023	7511	XPNPEP1
6024	7512	XPNPEP2
6025	7514	XPO1
6026	7515	XRCC1
6027	7516	XRCC2
6028	7517	XRCC3
6029	7518	XRCC4
6030	7520	XRCC5
6031	7523	XS
6032	7525	YES1
6033	7526	YES1P1
6034	7528	YY1
6035	7529	YWHAB
6036	7531	YWHAE
6037	7532	YWHAG
6038	7533	YWHAH
6039	7534	YWHAZ
6040	7535	ZAP70
6041	7536	SF1
6042	7538	ZFP36
6043	7539	ZFP37
6044	7541	ZBTB14
6045	7542	ZFPL1
6046	7543	ZFX
6047	7544	ZFY
6048	7545	ZIC1
6049	7546	ZIC2
6050	7547	ZIC3
6051	7549	ZNF2
6052	7551	ZNF3
6053	7552	ZNF711
6054	7553	ZNF7
6055	7554	ZNF8
6056	7555	CNBP
6057	7556	ZNF10
6058	7559	ZNF12
6059	7561	ZNF14
6060	7562	ZNF708
6061	7564	ZNF16
6062	7565	ZNF17
6063	7566	ZNF18
6064	7567	ZNF19
6065	7568	ZNF20
6066	7569	ZNF182
6067	7570	ZNF22
6068	7571	ZNF23
6069	7572	ZNF24
6070	7574	ZNF26
6071	7576	ZNF28
6072	7577	ZNF29P
6073	7579	ZSCAN20
6074	7580	ZNF32
6075	7581	ZNF33A
6076	7582	ZNF33B
6077	7584	ZNF35
6078	7586	ZKSCAN1
6079	7587	ZNF37A
6080	7589	ZSCAN21
6081	7592	ZNF41
6082	7593	MZF1
6083	7594	ZNF43
6084	7596	ZNF45
6085	7597	ZBTB25
6086	7608	ZNF56P
6087	7617	ZNF66
6088	7618	ZNF726P1
6089	7620	ZNF69
6090	7621	ZNF70
6091	7625	ZNF74
6092	7626	ZNF75D
6093	7627	ZNF75A
6094	7628	ZNF75BP
6095	7629	ZNF76
6096	7633	ZNF79
6097	7634	ZNF80
6098	7637	ZNF84
6099	7638	ZNF221
6100	7639	ZNF85
6101	7643	ZNF90
6102	7644	ZNF91
6103	7652	ZNF99
6104	7661	ZNF90P1
6105	7673	ZNF222
6106	7675	ZNF121
6107	7678	ZNF124
6108	7681	MKRN3
6109	7682	MKRN4P
6110	7683	MKRN5P
6111	7686	MKRN7P
6112	7690	ZNF131
6113	7691	ZNF132
6114	7692	ZNF133
6115	7693	ZNF134
6116	7694	ZNF135
6117	7695	ZNF136
6118	7696	ZNF137P
6119	7697	ZNF138
6120	7699	ZNF140
6121	7700	ZNF141
6122	7701	ZNF142
6123	7702	ZNF143
6124	7703	PCGF2
6125	7704	ZBTB16
6126	7705	ZNF146
6127	7706	TRIM25
6128	7707	ZNF148
6129	7709	ZBTB17
6130	7710	ZNF154
6131	7711	ZNF155
6132	7712	ZNF157
6133	7716	VEZF1
6134	7718	ZNF165
6135	7726	TRIM26
6136	7727	ZNF174
6137	7728	ZNF175
6138	7730	ZNF177
6139	7732	RNF112
6140	7733	ZNF180
6141	7737	RNF113A
6142	7738	ZNF184
6143	7739	ZNF185
6144	7741	ZSCAN26
6145	7743	ZNF189
6146	7745	ZKSCAN8
6147	7746	ZSCAN9
6148	7748	ZNF195
6149	7750	ZMYM2
6150	7752	ZNF200
6151	7753	ZNF202
6152	7754	ZNF204P
6153	7755	ZNF205
6154	7756	ZNF207
6155	7757	ZNF208
6156	7760	ZNF213
6157	7761	ZNF214
6158	7762	ZNF215
6159	7763	ZFAND5
6160	7764	ZNF217
6161	7766	ZNF223
6162	7767	ZNF224
6163	7768	ZNF225
6164	7769	ZNF226
6165	7770	ZNF227
6166	7771	ZNF112
6167	7772	ZNF229
6168	7773	ZNF230
6169	7775	ZNF232
6170	7776	ZNF236
6171	7779	SLC30A1
6172	7780	SLC30A2
6173	7781	SLC30A3
6174	7782	SLC30A4
6175	7783	ZP2
6176	7784	ZP3
6177	7786	MAP3K12
6178	7789	ZXDA
6179	7791	ZYX
6180	7792	CCV
6181	7795	MEMO1
6182	7798	LUZP1
6183	7799	PRDM2
6184	7802	DNALI1
6185	7803	PTP4A1
6186	7804	LRP8
6187	7805	LAPTM5
6188	7808	AIR
6189	7809	BSND
6190	7812	CSDE1
6191	7813	EVI5
6192	7818	DAP3
6193	7824	D1S111
6194	7827	NPHS2
6195	7830	PHA2A
6196	7832	BTG2
6197	7834	PCAP
6198	7837	PXDN
6199	7839	LEPQTL1
6200	7840	ALMS1
6201	7841	MOGS
6202	7842	IGKJ
6203	7844	RNF103
6204	7845	PAFAH1B1P1
6205	7846	TUBA1A
6206	7849	PAX8
6207	7850	IL1R2
6208	7851	MALL
6209	7852	CXCR4
6210	7855	FZD5
6211	7857	SCG2
6212	7862	BRPF1
6213	7864	SCLC1
6214	7866	IFRD2
6215	7867	MAPKAPK3
6216	7869	SEMA3B
6217	7871	SLMAP
6218	7873	MANF
6219	7874	USP7
6220	7879	RAB7A
6221	7880	MBS2
6222	7881	KCNAB1
6223	7884	SLBP
6224	7885	CRSA
6225	7889	PSORS3
6226	7892	FECB
6227	7895	LAG5
6228	7896	TS13
6229	7903	ST8SIA4
6230	7905	REEP5
6231	7908	EOS
6232	7909	HEMC
6233	7910	PFBI
6234	7911	SM1
6235	7913	DEK
6236	7915	ALDH5A1
6237	7916	PRRC2A
6238	7917	BAG6
6239	7918	GPANK1
6240	7919	DDX39B
6241	7920	ABHD16A
6242	7921	D6S207E
6243	7922	SLC39A7
6244	7923	HSD17B8
6245	7925	IGLP1
6246	7926	IGLP2
6247	7927	IGAT
6248	7928	ISCW
6249	7932	OR2H2
6250	7933	OPLL
6251	7936	NELFE
6252	7937	RWS
6253	7938	CP20
6254	7939	LAP
6255	7940	LST1
6256	7941	PLA2G7
6257	7942	TFEB
6258	7945	PUJO
6259	7948	PBCRA1
6260	7952	TNDM
6261	7954	HBFQTL2
6262	7955	RNF217-AS1
6263	7956	NTT
6264	7957	EPM2A
6265	7959	FEA
6266	7960	MRBC
6267	7962	PBCA
6268	7963	TS546
6269	7965	AIMP2
6270	7971	GHS
6271	7974	HRX
6272	7975	MAFK
6273	7976	FZD3
6274	7977	MHS3
6275	7978	MTERF1
6276	7979	SEM1
6277	7980	TFPI2
6278	7982	ST7
6279	7984	ARHGEF5
6280	7986	GPDS1
6281	7988	ZNF212
6282	7991	TUSC3
6283	7993	UBXN8
6284	7994	KAT6A
6285	8000	PSCA
6286	8001	GLRA3
6287	8009	LALL
6288	8011	MROS
6289	8013	NR4A3
6290	8019	BRD3
6291	8021	NUP214
6292	8022	LHX3
6293	8023	H142T
6294	8024	RDPA
6295	8026	DGS2
6296	8027	STAM
6297	8028	MLLT10
6298	8029	CUBN
6299	8030	CCDC6
6300	8031	NCOA4
6301	8034	SLC25A16
6302	8036	SHOC2
6303	8038	ADAM12
6304	8039	PROA
6305	8045	RASSF7
6306	8048	CSRP3
6307	8050	PDHX
6308	8056	ECB2
6309	8061	FOSL1
6310	8065	CUL5
6311	8066	ANC
6312	8068	BRCATA
6313	8073	PTP4A2
6314	8074	FGF23
6315	8076	MFAP5
6316	8078	USP5
6317	8079	MLF2
6318	8080	HTNB
6319	8081	AD5
6320	8082	SSPN
6321	8085	KMT2D
6322	8086	AAAS
6323	8087	FXR1
6324	8089	YEATS4
6325	8090	SPPM
6326	8091	HMGA2
6327	8092	ALX1
6328	8093	MGCT
6329	8094	SMAL
6330	8099	CDK2AP1
6331	8100	IFT88
6332	8101	CLLS2
6333	8102	XRS
6334	8103	PAPA2
6335	8104	MCOR
6336	8105	BRCD1
6337	8106	PABPN1
6338	8110	DPF3
6339	8111	GPR68
6340	8113	MCOP1
6341	8114	IV
6342	8115	TCL1A
6343	8120	AP3B2
6344	8123	PWAR5
6345	8125	ANP32A
6346	8126	MRST
6347	8128	ST8SIA2
6348	8129	HBHR
6349	8130	MCOPCT1
6350	8131	NPRL3
6351	8132	PKDTS
6352	8136	WT3
6353	8137	HYD2
6354	8139	GAN
6355	8140	SLC7A5
6356	8144	CMS1A1
6357	8148	TAF15
6358	8151	WT4
6359	8153	RND2
6360	8156	GPSC
6361	8161	COIL
6362	8163	CDR3
6363	8165	AKAP1
6364	8168	TW
6365	8170	SLC14A2
6366	8173	CNSN
6367	8174	MADCAM1
6368	8175	SF3A2
6369	8177	LPSA
6370	8178	ELL
6371	8181	BFIS1
6372	8184	HBN1
6373	8187	ZNF239
6374	8188	NGFG
6375	8189	SYMPK
6376	8190	MIA
6377	8192	CLPP
6378	8193	DPF1
6379	8195	MKKS
6380	8200	GDF5
6381	8201	MLRL
6382	8202	NCOA3
6383	8204	NRIP1
6384	8205	TAM
6385	8208	CHAF1B
6386	8209	GATD3
6387	8212	AABT
6388	8213	BAS
6389	8214	DGCR6
6390	8215	DVL1P1
6391	8216	LZTR1
6392	8217	IGLJ
6393	8218	CLTCL1
6394	8220	ESS2
6395	8221	OGS2
6396	8224	SYN3
6397	8225	GTPBP6
6398	8226	PUDP
6399	8227	AKAP17A
6400	8228	PNPLA4
6401	8231	CND
6402	8233	ZRSR2
6403	8237	USP11
6404	8239	USP9X
6405	8241	RBM10
6406	8242	KDM5C
6407	8243	SMC1A
6408	8245	IDDMX
6409	8246	MRXS12
6410	8249	MGR2
6411	8251	HNRNPDP1
6412	8255	BZX
6413	8258	GUST
6414	8259	INDX
6415	8260	NAA10
6416	8263	F8A1
6417	8266	UBL4A
6418	8268	IPOX
6419	8269	TMEM187
6420	8270	LAGE3
6421	8273	SLC10A3
6422	8277	TKTL1
6423	8284	KDM5D
6424	8287	USP9Y
6425	8288	EPX
6426	8289	ARID1A
6427	8290	H3-4
6428	8291	DYSF
6429	8292	COLQ
6430	8293	SERF1A
6431	8294	H4C9
6432	8295	TRRAP
6433	8301	PICALM
6434	8302	KLRC4
6435	8303	SNN
6436	8309	ACOX2
6437	8310	ACOX3
