entrezid,degree
383,20
384,3
54532,24
392,30
398,8
399,11
1374,35
1609,8
2909,12
3350,12
3737,21
4168,14
4358,46
4659,80
4931,20
4983,4
5147,27
5716,52
5910,42
6103,34
7126,39
7204,21
7220,21
9138,28
9600,7
9750,7
10101,53
10256,23
10276,8
10567,71
11113,19
11177,31
11214,21
23092,13
23164,32
23263,11
23370,6
23463,7
23526,6
23779,5
25791,14
27347,33
51291,4
79658,10
81624,22
85415,16
114822,10
115557,3
128272,5
200734,11
388,37
1854,28
2200,22
4751,75
4835,13
5229,10
8649,80
9360,34
11230,10
54455,11
83892,24
389,21
390,14
57449,5
391,24
1793,24
9844,11
10788,19
63916,5
255520,3
576,8
663,19
6604,34
8887,50
149428,17
8153,10
27289,17
395,1
578,39
4908,12
6484,3
8544,15
9246,43
23498,5
51569,50
54926,34
220988,94
283518,10
27063,19
79036,41
645455,23
400,28
2800,17
8780,25
9648,10
51665,19
55290,58
55969,46
60592,14
80279,46
121441,78
373156,103
401,7
1388,12
9464,18
402,16
5522,22
5528,56
23481,27
23568,8
132320,145
403,16
6102,2
94137,4
6492,2
6493,24
6923,94
9321,17
23462,14
23493,20
26054,10
51053,40
51691,70
54583,28
55342,31
57491,5
64344,9
139628,11
266743,3
1407,40
3131,17
6097,26
8863,16
9149,93
9575,29
2652,2
5724,13
6039,1
8027,57
8120,8
10733,30
23099,27
27232,21
84838,21
94233,1
283248,6
728,14
808,42
1105,32
1211,30
1261,1
1357,1
1447,24
1736,55
1909,14
3061,5
3795,16
3839,59
4038,7
4489,6
4619,19
4719,64
5034,110
5286,43
5434,92
5734,4
5745,11
5900,28
6122,129
6280,91
6608,12
6721,64
7201,4
7278,59
8525,25
8526,11
8643,6
8899,60
8969,20
9118,17
9248,9
9533,80
9672,17
9774,74
10092,39
10419,153
10644,39
10849,23
10927,18
11329,56
23012,27
23246,37
23358,14
25885,58
26153,4
29766,51
51133,18
55505,17
55567,1
55661,21
57026,7
60468,19
64425,35
84661,45
84717,15
91947,11
134147,17
134957,5
144402,7
160851,6
285855,10
554,19
575,21
1815,13
2641,14
3305,143
3310,66
3802,5
3930,45
3973,14
4673,113
4820,7
4922,9
4923,3
5021,8
5256,12
5905,96
6158,59
6165,31
6633,114
7200,3
8322,17
8614,14
8927,7
10382,91
29123,11
51807,18
55352,7
57144,31
59341,22
59350,8
65080,57
80232,42
81873,32
84545,19
84918,2
93649,19
122011,19
123169,43
144097,8
169981,1
201633,7
221830,9
374291,38
440275,17
552900,12
410,9
5480,10
9319,104
411,2
415,4
4692,35
91304,2
416,2
417,1
26019,98
421,8
1013,11
429,11
63973,2
3054,97
5929,68
433,14
1719,13
9695,21
29956,31
51701,69
2157,18
2746,30
27248,19
434,6
4158,6
50848,22
435,17
5016,4
84296,29
438,2
439,28
2882,5
5917,53
9217,65
29923,4
1155,35
2937,31
5048,60
5757,82
11212,35
51015,38
51422,22
59342,11
253769,1
443,3
91703,16
5157,22
10345,6
79600,95
2006,26
4502,20
4597,34
5184,31
5476,27
6697,18
25816,20
54557,71
55748,40
64422,36
84164,51
460,1
462,12
2158,6
6383,38
463,12
55135,30
466,33
571,45
1390,36
2355,33
2553,29
4783,22
6928,6
8721,26
8986,50
10011,55
1053,48
1054,35
1628,17
1649,76
6839,151
7988,26
8061,34
8463,74
9935,22
10538,30
26039,35
55198,27
55509,34
83540,37
83933,20
1052,35
1613,46
2354,17
2874,42
3101,12
4778,29
4779,32
5432,95
6197,86
7769,4
8419,4
9568,9
9603,10
10205,4
10403,67
11036,25
11219,4
51107,20
55037,42
55559,34
116071,16
140460,20
390535,24
1491,15
2762,17
3843,81
4200,10
6626,85
9987,23
28985,34
55698,27
990,46
1108,109
2140,10
2177,48
4221,66
4702,16
4824,36
4898,48
5504,43
5932,52
5981,57
6935,21
7707,29
8030,34
9025,54
9156,29
9315,9
9675,30
9730,61
9736,40
9937,6
10444,9
10542,68
10926,23
11186,65
11277,14
22992,27
23300,2
25879,12
25976,4
26574,48
50484,10
51347,12
51523,7
54502,7
54828,29
55565,5
55775,12
57551,14
57621,15
57646,49
64326,73
64421,13
79035,34
79365,22
79648,28
79791,17
80176,20
80185,15
84126,43
84135,17
84148,44
147923,14
221927,8
473,27
1893,10
7101,13
7916,48
10346,9
10919,103
23543,63
23613,43
79868,8
474,1
475,9
538,9
540,11
755,6
9453,4
55007,14
481,32
486,1
3985,42
5348,9
5596,20
8798,71
23552,33
55362,59
81555,39
154141,23
477,9
84937,15
223082,11
478,8
6247,5
479,5
4852,15
480,5
11156,104
2643,32
23209,12
482,4
3988,5
58157,12
487,15
5350,13
6588,7
8660,55
9197,45
489,13
49856,72
79885,133
490,18
4867,90
81539,43
491,11
796,11
51248,16
492,5
6786,25
496,6
682,38
1362,12
2052,9
2180,6
2694,3
3284,1
3784,18
3959,98
4047,7
4360,3
5225,5
6558,15
6809,23
6843,11
6856,4
7036,6
8000,1
8417,45
8513,3
8639,4
8673,31
9144,4
9332,5
9992,3
10066,12
10447,18
10493,19
10791,7
10960,12
114569,17
115019,1
513,16
515,29
1537,32
4191,35
6199,39
10409,30
64756,6
79137,16
2539,42
2717,18
3945,67
9400,41
1984,46
2230,14
2633,14
4715,38
5018,20
5538,15
8321,12
10197,101
51024,15
56993,33
131474,19
140456,15
771,13
3698,8
4354,36
25978,29
26152,9
51586,50
54857,4
56902,42
64219,42
84337,8
9861,95
257019,3
514,7
206358,7
4711,25
25778,14
28977,26
51606,33
516,2
517,5
518,5
7920,19
521,24
2063,33
9928,35
10452,66
55603,38
522,22
7942,12
8881,60
9551,31
535,27
967,23
2495,51
3916,30
4070,7
4430,33
4642,31
5119,23
5899,21
6845,21
8836,15
9296,45
9352,51
10232,13
10490,20
10548,7
10670,25
22949,4
23317,18
26509,12
51042,19
51510,34
55004,25
55794,27
57132,25
57403,14
64121,22
65108,28
80331,11
81605,16
84817,29
128866,84
129531,13
136319,38
140469,4
201931,2
245973,8
1244,46
7779,5
9189,36
10312,19
54534,89
55621,27
57222,23
57508,21
64924,16
94005,27
5139,22
6500,177
6817,37
6829,111
7812,70
10054,70
10534,102
10768,115
11065,70
29925,15
51506,26
51605,19
55324,28
84936,41
85451,33
90522,3
1896,17
4140,58
4481,9
85027,8
221687,7
2957,52
4259,16
4343,65
6301,41
6430,105
6745,58
55847,10
60488,32
64786,28
81611,23
84262,23
534,4
1604,28
7070,29
8992,1
51663,51
79188,21
94081,47
152485,7
23256,45
26589,20
81929,51
91147,51
3039,5
7541,38
9240,124
10459,36
24144,115
79184,49
80321,138
83878,123
145282,36
153129,14
2321,39
2873,49
4297,52
4848,36
5378,51
5810,19
8545,14
8914,23
9133,21
9219,104
9678,13
10147,24
22897,70
50485,9
51514,36
51659,19
57805,84
63922,24
63967,29
64852,22
79780,7
79866,14
353497,10
546,38
4750,26
54462,13
126961,27
549,4
3674,20
3684,22
3685,42
3752,36
4105,79
4986,14
6400,30
11236,20
197322,6
551,7
552,3
553,3
114897,7
2621,4
3561,35
3601,14
23371,33
563,16
4363,33
5304,16
9182,35
909,4
910,3
912,8
913,2
925,20
3077,7
3133,13
3134,7
3135,15
6890,42
6892,12
10859,8
55957,38
132660,39
225689,29
4953,23
23657,6
25788,39
100132565,5
100132979,3
6875,9
7919,84
25962,19
51433,52
64839,6
599,19
665,35
5607,25
8739,8
11040,35
55240,8
84699,18
92345,47
415116,4
1839,15
3298,62
3304,25
6455,69
7979,132
8079,34
10093,58
11080,24
23645,27
26046,33
55229,20
55644,62
79631,16
80273,21
653404,9
8667,75
8938,2
9796,27
10207,55
23037,8
54221,6
22941,26
55805,7
84064,13
90627,15
577,2
253635,3
1676,49
2081,21
7444,30
9927,13
23077,41
23456,9
55669,11
579,6
602,79
1477,19
2286,16
2975,75
3422,4
4437,27
4686,109
5073,17
5411,55
5437,50
5982,55
6429,50
6432,97
6434,71
6867,32
6924,39
7288,6
7675,4
8338,86
8443,11
8566,15
8568,13
8732,9
9329,56
10250,131
10489,10
10497,15
10556,30
10577,13
10615,52
10772,65
10915,77
22827,119
22878,16
23347,16
23350,39
23367,89
23404,51
25843,81
26271,29
26993,38
29117,54
29896,67
50628,73
51182,12
51692,43
51747,44
51755,33
53981,42
54876,12
55259,2
55339,42
55602,37
55692,27
55696,20
55720,96
55734,23
55749,29
55922,32
56672,13
56945,42
57466,26
57553,15
57673,19
58517,53
65095,18
79009,29
79707,20
79724,12
81887,36
84078,62
84142,15
90957,26
91607,14
93611,11
118987,5
171483,117
221092,44
285464,6
375850,1
3738,14
5366,17
8996,19
29108,55
51176,51
64112,22
79915,12
89777,15
115426,52
255488,15
635,7
5076,25
5108,217
7102,6
23265,35
23386,117
27241,12
79853,1
84100,16
84662,20
92482,6
117177,35
123016,9
129880,8
150274,5
166379,7
54585,17
4656,39
5660,49
590,3
593,8
594,4
686,5
864,37
1012,11
1620,13
3429,6
3642,8
5063,27
5687,151
5863,17
5926,28
5934,71
8555,14
9988,6
23424,23
26259,37
26272,18
51191,31
51531,26
56654,24
664,22
5271,8
5534,19
7009,11
9088,15
51283,24
55626,32
63970,3
79370,4
83985,8
90427,16
399664,5
441925,2
666,4
1263,35
6252,7
10059,28
10181,28
51222,12
83596,7
83658,34
84168,12
124512,26
147872,70
5689,119
7297,99
8550,90
9263,115
9367,16
23186,52
55728,9
91754,46
1770,1
1879,9
1997,18
2051,20
2073,20
2846,2
3299,25
3662,26
5101,4
5467,43
7709,36
8548,50
9107,14
9170,9
9451,17
9517,3
10224,2
10891,58
23013,47
23303,10
23683,19
25833,3
27257,40
29102,29
51043,31
51384,2
53615,79
54880,38
55813,11
56478,57
57162,28
57337,3
57539,3
64761,13
79813,33
80204,26
80342,34
85441,2
91734,1
96626,2
112939,28
114876,6
116337,1
255877,19
100288695,1
607,7
26108,6
608,8
7188,63
348980,7
2569,17
3562,8
6932,6
9414,56
51160,42
57599,72
80351,35
617,8
3954,14
57062,65
623,3
2868,10
1363,20
4684,24
4909,7
57537,3
93664,15
721,9
5199,6
631,6
23636,96
632,6
1512,6
1520,8
2677,12
652,22
4237,6
5319,5
6442,10
7099,52
8840,3
57338,4
1048,9
1084,6
1087,2
1088,3
9607,2
10332,9
30835,11
79796,7
5870,32
7283,127
10540,75
2999,5
9842,10
51340,24
7026,33
162494,5
7089,20
54496,14
974,17
2212,19
2549,82
9103,11
10286,58
93974,10
129138,3
2189,43
5892,20
7156,21
7516,12
10036,77
11234,9
22909,31
27086,39
57093,3
79585,17
80010,20
80011,18
83990,11
116028,9
201254,23
56121,16
56904,30
83594,1
643,10
2784,19
10563,9
10672,41
94235,5
644,12
645,5
646,3
1466,15
1911,28
1912,84
1993,14
2332,40
3017,13
4799,44
4809,112
4833,16
5317,24
5318,44
5693,97
5813,31
5814,6
5831,30
5977,49
6240,38
6263,7
6651,67
6830,32
7073,53
7703,45
7922,19
7991,4
8087,47
8148,71
8365,1
8411,52
8446,11
8467,118
8487,40
8575,40
8602,13
8835,25
9618,95
9716,24
9931,12
10058,7
10138,35
10142,64
10150,3
10284,116
10336,28
10450,15
10482,134
10495,12
10656,36
11072,7
11103,27
22913,70
22916,40
22955,25
22984,28
23091,50
23112,61
23196,30
23211,17
23223,32
23272,13
23369,17
23394,42
23466,77
23469,7
23492,34
23517,67
25792,10
25956,5
26512,51
26528,43
27067,9
27332,47
27340,18
29066,6
29105,5
29803,18
51067,15
51319,14
51493,18
51602,85
51645,29
54737,49
54845,4
54915,28
54982,7
55068,15
55083,17
55127,30
55226,43
55234,45
55651,26
55750,20
55759,37
55823,36
55905,39
56165,9
57092,13
57332,127
57505,11
57563,10
57592,28
57727,32
59286,21
65083,12
79811,18
79922,11
80315,5
84108,35
84295,17
84844,33
85364,9
114823,18
124540,18
126208,6
129563,7
151126,1
200316,5
253943,12
283742,14
284695,51
440026,7
445582,7
1289,15
1290,4
1294,17
3918,10
57045,4
4256,1
9241,5
25884,7
25928,7
26585,3
64388,3
117166,8
124857,7
168667,3
651,7
9372,49
55620,16
91851,2
144608,1
653,4
151449,1
1965,77
2281,12
6423,14
6424,19
7743,16
8789,22
10771,40
23399,4
91283,15
392255,5
7138,67
9210,6
25853,10
57626,11
65264,45
84197,2
85015,25
140901,9
1066,5
2642,6
4009,9
5875,11
6783,14
10461,14
23024,9
23203,8
23294,35
23491,1
84967,13
220388,2
729330,1
2264,73
4111,18
10948,3
11099,5
23171,4
54819,52
54952,4
55680,6
55796,54
80230,35
116449,23
121053,7
3206,21
3225,18
4488,26
10002,29
10621,30
10622,7
11128,33
51082,26
51728,5
54861,13
55703,20
171568,21
254225,37
53407,15
54546,5
2444,29
4645,28
7348,5
2055,29
8834,10
64581,25
388633,15
6092,26
55125,41
55816,9
56935,6
60561,53
4802,37
10133,103
25865,52
55763,35
57670,15
84062,64
440915,8
668,56
3099,32
5033,32
7270,15
7407,63
9044,22
9354,20
10940,47
11056,22
23165,48
23234,25
23244,51
50814,12
55157,12
55627,21
84259,17
84319,16
219927,17
387338,11
1056,2
4752,40
30846,19
670,1
671,1
890,95
891,135
2005,12
2313,21
2968,21
3093,87
3628,6
3836,105
3948,4
4123,7
4331,56
5433,45
5436,73
5438,23
5439,42
5506,9
6596,43
6744,20
6881,75
7091,18
7399,4
7482,2
7503,1
7589,13
8314,55
8464,34
8500,45
8924,56
9412,67
9669,34
9768,24
9797,2
9857,36
9946,5
9969,41
11063,16
11112,8
11180,30
22852,12
22974,46
23633,39
23761,4
25927,2
25970,19
26256,3
26747,16
29960,2
29990,7
51184,10
51451,5
51455,15
54476,20
54549,2
54816,7
54875,5
55152,7
55197,23
55615,14
55624,7
56605,8
57649,15
59348,7
64979,4
79654,14
79871,52
80128,18
80760,10
81554,9
83639,1
91526,11
93492,2
144132,4
154807,9
199720,8
201965,7
219790,3
222698,3
255758,7
283989,8
378108,13
391123,4
3293,10
5257,9
5909,23
8844,24
10000,29
22808,14
283455,14
284996,5
2178,15
50511,6
55245,5
56946,5
146845,8
676,5
8370,11
5049,48
678,8
6566,18
8625,20
9122,2
9123,9
683,4
23438,9
685,7
29926,12
23046,21
80143,30
113130,40
687,6
6238,38
25937,43
6491,77
25886,75
81572,22
152185,139
167838,35
200081,83
342538,14
728369,5
694,23
3219,37
9337,26
26190,22
26224,12
2207,10
3030,66
4118,15
5134,12
5305,12
6300,59
8395,7
8396,15
8797,27
10320,92
10333,5
10939,30
23180,3
27071,25
51311,8
79027,20
84307,13
696,2
7498,5
745,15
1539,15
3978,24
7464,24
8329,3
8480,96
9760,6
10717,12
11243,26
23401,12
25936,25
27254,24
51808,41
55363,31
57082,25
57405,15
91661,11
129401,15
929,36
6623,29
8697,97
9232,44
9587,24
10687,34
29882,48
29945,46
29957,12
51343,94
51434,49
54939,16
64682,53
84962,20
119504,24
246184,28
4332,162
4591,70
6607,25
7216,11
10885,19
55536,47
56888,34
57159,131
64395,67
81704,43
83659,8
84456,37
84946,22
114932,41
138046,24
222389,32
653121,54
706,5
1622,12
9256,2
90993,32
2296,44
2560,12
4794,56
4801,33
6448,8
8940,30
9770,28
10102,12
10845,19
10884,13
22927,35
23107,47
28957,39
29093,15
51649,29
55173,17
64216,15
64432,20
64949,37
64965,55
64969,27
64978,56
84248,31
118460,49
254170,10
440574,21
715,9
716,10
6403,12
10747,8
713,12
1378,7
1464,16
3273,14
5806,6
22918,26
64841,5
283600,2
653509,6
1667,8
60401,8
717,6
727,13
719,2
1369,8
3426,3
3687,7
5069,14
10877,4
10878,2
55723,43
81494,1
3835,43
5627,13
7257,82
9919,107
53826,16
725,2
726,2
730,3
732,3
731,4
733,1
735,4
966,27
734,3
738,17
2114,35
10228,29
51542,5
55275,13
55610,4
84342,11
29937,32
54148,39
65005,65
80775,29
112464,41
741,5
51028,30
744,6
285782,6
729533,2
149420,10
747,1
931,14
2317,70
6494,15
11194,12
23094,23
23788,11
54726,45
54927,54
753,2
754,10
759,3
51478,7
760,18
6522,8
8671,6
9498,4
57540,6
84132,29
761,3
762,6
55011,48
763,1
765,4
767,12
4034,12
51171,17
54908,20
100316904,31
23066,10
55027,20
113174,10
770,1
3963,19
51109,7
79768,10
1953,7
1954,6
2896,51
3714,10
4052,14
4054,13
4147,20
4745,16
4753,5
5046,8
5372,8
6857,41
7450,23
8425,14
9478,10
9807,6
10252,37
10811,19
10950,9
23072,15
23504,4
23559,6
25870,8
51232,3
54776,18
57467,1
63905,3
84530,1
116448,19
347902,6
353355,3
375056,20
375791,2
389677,16
440295,1
93621,24
775,22
776,4
793,8
777,6
114327,8
778,2
57010,1
779,9
5520,77
6261,25
79849,17
780,47
1281,16
1301,3
5187,27
6663,56
7580,11
10818,32
51426,33
54738,4
80095,12
84107,8
100506164,17
781,6
57644,15
28954,12
783,3
10607,25
786,1
788,8
57585,6
90861,13
54806,31
54903,59
78999,26
282809,25
3612,9
55503,20
794,3
795,1
10266,7
10267,8
4153,13
10268,12
894,23
1130,36
1260,4
1394,10
1657,4
2596,9
2913,6
2914,6
2915,23
2917,15
3707,11
3756,10
3783,8
3785,7
3786,8
4057,18
4077,32
4082,31
4284,12
4617,13
4618,13
4654,87
4900,6
5066,12
5121,5
5260,8
5289,37
5470,3
5475,5
5718,81
5746,6
5786,17
5999,13
6011,13
6192,9
6236,14
6329,9
6629,61
7222,24
7442,14
8242,34
9340,3
9738,55
9933,11
10274,23
10600,12
23576,4
23643,8
26268,8
27130,13
29970,49
49855,8
51206,12
51562,53
54769,6
55664,26
55719,5
56479,8
57620,10
79598,47
80726,13
93377,1
114294,10
139818,4
160140,5
23125,4
23288,6
128239,10
5331,26
810,21
7398,49
4543,29
5204,77
5551,9
6513,27
6532,15
8578,3
10094,58
10552,32
11064,151
54974,26
80755,39
2548,15
4548,24
5575,20
5630,21
8727,14
10109,87
11055,2
26128,36
51002,38
51430,18
54938,28
55466,23
55858,16
93587,11
259266,29
2890,33
3751,16
3925,44
7054,20
1103,9
1182,8
2673,32
3767,8
5573,117
6531,17
8831,16
9647,20
9700,26
11178,12
79400,9
79830,23
94032,3
286151,1
5912,13
51367,13
54797,42
57213,6
57715,8
91056,8
91875,8
140706,3
146664,20
284069,4
337972,12
337974,5
386678,15
921,23
3176,5
10126,9
30000,21
64778,10
165215,3
202051,21
284656,4
10892,35
51475,5
819,18
5314,1
23495,11
79845,11
820,10
2358,3
25818,14
1138,6
1861,23
3359,7
3459,15
3938,3
4544,24
5345,22
5376,7
5739,17
6646,24
6955,16
7494,32
10148,6
11170,30
25844,15
26580,6
51075,8
51363,21
51371,45
56255,5
148066,10
822,5
1674,50
1892,58
2149,26
2875,4
3552,12
3631,6
4713,24
6450,3
6586,3
8804,7
9382,12
11104,36
23581,21
28969,23
55325,5
57223,20
64129,15
64785,24
79587,3
5798,16
5833,17
26973,46
825,22
4608,12
202333,16
85444,5
5099,18
1345,21
1368,18
3709,8
4676,48
4967,26
5213,34
7798,54
8218,30
9209,14
9650,4
9824,15
9828,11
9897,20
10121,41
10160,11
10634,7
22998,11
23138,11
23242,21
23403,15
26030,12
26064,30
29775,11
55604,7
57175,46
57530,25
60496,23
79613,2
79968,8
80114,2
84516,10
85379,25
90102,28
92521,19
140465,21
286262,19
387680,24
5691,82
8497,7
8499,18
8541,18
11168,48
5471,20
6738,34
9871,25
25917,13
984,45
2247,35
3606,9
4210,14
22900,15
27178,4
90865,9
114548,40
114769,7
199713,4
440068,5
100137049,4
2802,26
10743,26
1830,5
1982,38
3603,39
4634,9
4925,21
6731,38
8654,4
8669,34
9748,14
10277,74
10846,4
56850,22
57215,23
64689,22
65267,7
1968,43
2000,21
5272,33
10051,52
10430,10
23376,18
25994,10
84073,6
838,6
4924,27
6304,51
84875,17
7458,50
9616,48
1831,35
4250,5
6678,24
7098,31
9687,11
9971,30
11311,18
26035,12
26959,29
27076,17
29028,18
29122,7
55081,15
55859,17
63978,25
117584,19
148022,44
162989,15
729359,2
4671,11
5727,15
55154,5
112401,14
4795,17
9718,6
845,6
846,13
25897,18
4204,56
81793,13
1755,9
2697,30
2700,6
2706,20
3355,1
3397,43
3493,3
3514,6
5156,56
5243,18
5455,6
5742,9
5743,30
5792,30
7851,9
8436,13
9373,23
10544,10
10825,3
64773,9
85409,13
152007,7
284119,46
2804,27
6546,7
55867,4
57158,3
9015,25
23522,11
59269,7
863,29
3108,10
4929,36
5079,17
6901,12
6938,64
2672,19
4223,190
4762,7
5576,66
6887,10
9202,18
9404,26
22834,5
23199,33
80258,28
8861,38
10009,29
10802,53
26205,7
55558,27
92999,1
8404,8
10153,31
55726,16
57282,3
170506,38
866,1
945,16
952,9
1435,17
1436,26
1456,8
2322,26
3356,19
3394,27
3850,18
3890,5
4015,31
4058,12
4921,17
5616,16
5788,79
5796,29
6503,21
6947,1
7462,12
8792,15
10922,13
26018,10
26130,22
57147,11
80086,16
81848,11
150094,22
286887,22
338785,19
340371,9
10526,38
10539,79
869,1
643866,3
5683,118
10314,11
26608,29
51621,15
79174,31
136647,15
144983,15
389941,1
873,41
874,13
1161,35
7087,16
9849,7
10907,21
23207,6
9960,28
81669,13
875,48
5571,33
10087,22
30001,24
51071,5
90678,61
283987,7
885,7
886,5
23236,21
30849,21
995,44
1164,21
7290,33
9055,24
9419,14
81620,62
91748,35
116092,24
124245,46
899,11
3993,37
4134,55
4616,17
8556,12
8574,22
10393,31
10935,65
22836,17
25847,17
51529,35
54708,26
64061,22
90025,5
91801,10
123283,12
147700,59
892,65
1154,31
7566,3
9441,103
55588,93
57326,22
84246,75
84656,20
114824,34
143241,14
1382,9
22809,19
64374,8
84232,9
84265,5
997,65
4863,19
25820,40
6241,28
92799,17
901,11
5526,12
5915,28
80129,2
404672,15
1283,3
3346,3
4299,32
10614,34
22936,23
23476,55
29969,5
124790,21
221656,13
905,14
3613,9
4973,13
5531,68
5927,25
8508,48
26015,46
27077,23
55605,33
55844,34
80005,17
83992,25
254013,9
653333,16
54442,21
80019,21
911,1
6957,12
54681,4
914,23
962,11
963,10
916,31
917,9
926,6
1236,5
6964,4
940,24
1776,1
4061,3
4622,8
5822,24
6132,135
9437,4
10019,15
22871,9
23344,25
23528,33
51744,9
57101,2
57529,4
80208,4
83743,32
90594,17
146206,4
259197,3
390598,1
3113,4
3118,4
3119,7
3559,13
5297,17
6387,13
6402,18
8514,15
23416,1
57574,4
939,10
971,7
6990,19
922,2
2992,13
924,9
6398,3
80772,8
222484,37
2515,4
3543,5
5738,7
7106,10
7940,8
10867,3
23446,5
81619,5
1176,24
4660,15
8638,9
51284,6
196528,22
8519,7
932,2
1033,10
3507,18
6480,4
970,3
941,7
3592,9
10233,1
1493,21
29126,4
55016,10
220972,8
4583,9
8916,11
946,3
947,5
10164,2
3290,2
951,7
5293,22
953,2
954,2
955,4
956,1
163183,52
957,5
3566,29
10758,30
23071,40
26292,36
56886,46
79596,21
148867,6
3500,12
79589,16
1462,30
1758,3
8174,5
8692,6
57661,11
55423,2
140885,17
8809,4
2678,5
3558,12
6535,6
3109,10
3112,3
7076,15
11342,17
969,3
147744,4
10507,7
3115,7
4282,51
8722,1
2204,8
3512,4
5284,19
1041,13
1396,6
1475,29
1828,34
3007,34
3008,48
6155,84
6278,31
6793,8
8340,21
8341,12
8345,10
8653,15
8970,14
51175,4
51386,59
51806,19
57470,29
84220,9
85236,16
112714,17
153443,6
388753,2
440689,8
728689,30
976,6
977,10
54762,3
978,14
5733,24
55041,15
79025,21
90850,22
149041,6
3157,12
3563,20
3607,106
4261,26
4661,8
5298,12
5771,38
5869,39
7027,38
7134,15
7358,31
7884,10
9053,17
9585,22
10389,9
10606,64
10763,40
10973,25
11054,16
11075,32
23286,42
26586,27
51773,20
54820,19
55577,49
55904,3
56155,3
64710,14
79004,18
79366,6
80124,31
83987,16
84365,52
84669,30
137886,9
157313,11
197259,15
285190,4
387893,27
653489,7
727851,5
729540,1
11334,7
56992,20
80344,20
989,67
1479,25
1687,6
1841,7
1939,8
2067,23
2888,21
2976,30
3084,9
3705,6
3797,8
3987,36
4355,10
4849,24
5001,36
5546,20
5936,85
5983,39
5993,20
6621,12
6729,27
6730,28
7127,7
7162,24
8189,45
8890,15
9050,10
9129,84
9328,47
9689,19
9814,18
9833,16
10025,46
10179,44
10426,28
10735,27
10844,39
10910,78
22828,10
22889,9
22906,16
23040,5
23166,7
23332,29
23506,5
25836,31
25904,25
26115,5
26173,44
29780,7
29855,14
51066,1
51143,37
51454,11
53918,28
54815,39
54954,8
55308,15
55612,3
55631,11
55656,12
55695,6
55770,20
55819,17
55898,67
56163,2
58155,27
60412,46
64855,27
65082,16
79650,5
79833,22
85456,24
91614,6
94059,3
119392,16
129080,4
129831,24
139599,1
166378,7
201501,2
222229,25
259217,7
284058,43
6747,32
6836,44
10435,7
10602,12
23157,25
55752,33
114990,30
148170,2
151011,8
346288,5
5523,13
5681,4
6347,24
8706,1
28227,10
84515,7
3882,5
3883,4
25906,30
50838,3
54461,35
55534,13
83900,3
375686,3
1850,4
26291,6
57410,10
3886,10
9024,12
84446,12
1040,2
377630,8
2304,77
3226,7
11117,22
56287,1
94234,104
116115,12
1843,20
3094,23
6907,40
10007,30
51147,37
51522,10
54469,8
114907,16
2245,10
4512,1
4649,8
4952,28
8476,17
9093,81
9578,18
9912,5
10071,2
10390,23
10780,3
11135,16
11328,22
23348,18
27333,13
28990,11
50855,63
51776,41
54431,34
54922,17
55003,8
55561,8
55684,30
56288,78
56882,6
56990,6
57688,4
79872,12
84218,4
84552,21
89846,3
158358,7
201176,4
344558,6
1001,11
3682,6
3695,26
5784,37
5797,12
5817,27
8754,15
10219,3
55591,13
55966,3
84978,22
91653,11
144100,10
1002,2
1009,4
2898,23
5801,9
6150,54
200933,12
1003,24
5025,6
23049,40
1004,8
1005,8
1007,9
1008,5
1016,6
28513,1
1010,2
1006,1
9370,10
1014,3
2538,4
1015,1
1381,3
1727,21
1809,20
1823,20
2171,20
2734,10
4626,6
5420,6
5425,24
5583,28
5694,62
5715,43
5935,28
6636,75
6900,36
6902,21
7174,13
7260,18
7469,16
8085,21
9295,68
9785,31
10309,11
10581,4
22866,19
23060,10
23074,7
23141,19
23152,21
23339,14
23420,22
26092,41
27434,11
28973,28
29785,3
51070,13
51115,2
51554,11
54439,23
54619,1
54862,35
54998,9
55071,3
55122,8
55636,27
55643,39
55689,24
55739,12
55856,17
55917,31
56648,16
63893,52
63894,10
64426,21
65061,13
79135,2
79659,13
84823,27
84886,6
84986,7
85235,1
91949,19
113452,5
115817,11
124944,2
130074,3
157922,23
200186,18
221908,8
245711,4
256364,8
259282,17
376267,6
388324,33
388698,22
448834,5
1870,21
3811,12
5465,52
286826,20
1852,11
2294,15
2735,48
3344,13
3400,12
6474,5
7593,11
7638,2
7738,5
8284,7
8408,46
9802,98
10073,32
10519,27
10741,8
11037,5
23081,9
23253,10
29118,6
51537,3
54514,13
55320,18
56475,9
57169,21
57180,21
57804,11
63925,9
65056,12
84233,19
91442,7
94039,9
4956,11
7411,46
9772,2
10485,1
22853,10
50861,9
51654,6
79187,8
84152,10
85443,1
116154,6
122773,3
7071,20
7727,9
9683,9
9686,10
23175,6
23635,12
51224,17
55147,29
55552,3
57472,24
135295,6
171024,16
5916,43
9150,60
57654,13
64859,18
84153,8
6837,28
6936,12
7690,20
9477,24
9794,18
23389,17
27085,5
3899,2
5095,12
5096,16
6499,23
8178,31
9204,5
9320,38
9324,12
10217,4
22907,61
23067,16
54623,48
55231,14
64777,15
80237,7
91074,2
125050,3
2646,4
3104,21
3242,5
9853,16
10522,24
23093,14
23608,13
29959,25
56159,49
161742,16
3841,13
10204,17
63891,18
1877,17
4613,27
7770,7
22915,4
26354,81
80829,14
84897,7
84960,2
128312,18
65263,21
79735,27
1036,4
1038,1
51364,8
26511,28
27156,14
51421,78
84080,37
84140,68
84260,48
151254,17
201725,4
283152,6
